Large Cap,Mid Cap,Small Cap,International Developed,Emerging Markets,US Agg Bond,US High Yield,US Treasury,Corporate,Gold,Oil,Private Equity,Venture Capital,Angel Venture,Cash
0.0,0.0,0.5829246756953904,0.0,6.219453830915018e-17,0.0,0.0,4.746868747439652e-17,0.0,0.09243034042007067,0.0,0.11224925358306878,0.2123957303014715,2.1725939208677377e-16,0.0
0.0,0.0,0.59222230762523,0.0,0.0,2.069561915427033e-18,0.0,4.9806393926147437e-17,4.6498266615695586e-18,0.09911335697467649,0.0,0.10481436629575185,0.20384996910434286,0.0,4.335961570128186e-18
0.0,0.0,0.5952420167271665,0.0,8.630391086194822e-17,5.117649296073551e-17,0.0,8.446878199243507e-17,1.2841921293403967e-17,0.10629914541305295,3.459627574023535e-17,0.09999950769504905,0.19845933016473194,0.0,6.607955618882063e-17
0.0,1.8784997567133598e-16,0.5993133205667992,1.4682073965660582e-16,5.508873066124739e-17,0.0,0.0,6.52439651165771e-17,0.0,0.11225228675909728,6.343314159745902e-17,0.09536947755664814,0.19306491511745572,1.0180899951301539e-16,0.0
0.0,4.983338005951727e-16,0.60384412687087,2.2881831914634023e-16,9.441796926678447e-18,0.0,0.0,3.931032219306611e-17,0.0,0.11676591624781547,1.983940005569576e-16,0.09064023799576848,0.18874971888554715,1.8419408592526878e-16,0.0
2.7838040958701615e-16,8.893913178990588e-17,0.606852893058236,0.0,3.777961123725258e-17,2.4960463455307058e-17,9.274785249894632e-17,6.668462401134021e-18,1.3845990059071616e-16,0.12236959121691256,0.0,0.08759862846932902,0.18317888725552206,0.0,0.0
4.3755444415884114e-16,3.594350333347892e-18,0.6117331904536226,0.0,0.0,1.6250783082205883e-16,1.9073957801549237e-16,5.978667347613588e-17,9.484747477196979e-17,0.12713746154884809,0.0,0.08188946282269811,0.17923988517483036,0.0,2.658702642162763e-17
1.3713553944333366e-16,2.952475738219996e-17,0.6152804038055478,2.5584039486953532e-17,9.853379448734175e-17,6.38659960758519e-17,2.0146873781191477e-16,4.90910832628272e-17,1.436655404279972e-17,0.13291982016203133,0.0,0.07701688873408431,0.17478288729833608,0.0,2.3616850212604327e-17
0.0,1.0823476570323675e-16,0.6186955952500787,0.0,0.0,0.0,0.0,0.0,8.278202729898868e-17,0.13737807369651736,2.318963485381234e-17,0.07320219249382462,0.1707241385595794,9.740572313402358e-17,0.0
1.9959810623260372e-16,3.343607269800855e-16,0.6218203049986549,1.469542898952949e-16,1.1724769147490124e-16,3.25018582083671e-17,1.6868473989027738e-16,0.0,8.091844307326223e-17,0.14174975832757122,0.0,0.06951255943776526,0.16691737723600789,0.0,0.0
